id|fact|category|question|correct|wrong1|wrong2|wrong3|explanation|book|chapter|sourceURL
ga_08_41|polyjuice.recipe.location|Polyjuice Potion|In the second book, Harry Potter and the Chamber of Secrets, where does Hermione obtain the book containing the Polyjuice Potion recipe?|The library's Restricted Section|Snape's office|Flourish and Blotts|The Ravenclaw common room|Hermione obtains Moste Potente Potions from the Restricted Section. This occurs in the second book, Harry Potter and the Chamber of Secrets, chapter 10.|cs|10|https://www.hp-lexicon.org/source/the-harry-potter-novels/cs/cs10/
ga_08_42|chamber.original.victim.name|Ghosts|In the second book, Harry Potter and the Chamber of Secrets, what is the first name of the girl who died when the Chamber was opened fifty years earlier?|Myrtle|Olive|Mabel|Moira|Myrtle is the student killed when the Chamber was opened during Riddle's schooldays. This occurs in the second book, Harry Potter and the Chamber of Secrets, chapter 9.|cs|9|https://www.hp-lexicon.org/source/the-harry-potter-novels/cs/cs9/
ga_08_43|slughorn.first.lesson.recipe|Potions|In the sixth book, Harry Potter and the Half-Blood Prince, which potion must Slughorn's class brew to win his first lesson's prize?|Draught of Living Death|Polyjuice Potion|Veritaserum|Wolfsbane Potion|Slughorn asks the class to prepare the Draught of Living Death. This occurs in the sixth book, Harry Potter and the Half-Blood Prince, chapter 9.|hbp|9|https://www.hp-lexicon.org/source/the-harry-potter-novels/hbp/hbp9/
ga_08_44|nick.hunt.rejection|School clubs|In the second book, Harry Potter and the Chamber of Secrets, which club rejects Nearly Headless Nick because his head is not fully severed?|The Headless Hunt|The Ghost Council|The Midnight Riders|The Spectral Society|Nick cannot join the Headless Hunt because his head remains partly attached. This occurs in the second book, Harry Potter and the Chamber of Secrets, chapter 8.|cs|8|https://www.hp-lexicon.org/source/the-harry-potter-novels/cs/cs8/
ga_08_45|willow.planting.reason|Hogwarts grounds|In the third book, Harry Potter and the Prisoner of Azkaban, why was the Whomping Willow planted when Lupin started school?|To guard the passage to his transformation refuge|To mark a school anniversary|To hide the entrance to the Chamber|To protect Hagrid's creatures|The willow guards the passage to the Shrieking Shack, where Lupin transforms. This occurs in the third book, Harry Potter and the Prisoner of Azkaban, chapter 18.|pa|18|https://www.hp-lexicon.org/source/the-harry-potter-novels/pa/pa18/
ga_08_46|draco.borgin.cabinet|Magical objects|In the sixth book, Harry Potter and the Half-Blood Prince, what object is Draco examining at Borgin and Burkes when Harry spies on him?|A Vanishing Cabinet|A Hand of Glory|A cursed necklace|A Sneakoscope|Draco's interest is in the Vanishing Cabinet, which connects to its partner at Hogwarts. This occurs in the sixth book, Harry Potter and the Half-Blood Prince, chapter 6.|hbp|6|https://www.hp-lexicon.org/source/the-harry-potter-novels/hbp/hbp6/
ga_08_47|stone.original.vault.number|Gringotts|In the first book, Harry Potter and the Philosopher's Stone, what is the number of the Gringotts vault from which Hagrid collects a small package?|Seven hundred and thirteen|Six hundred and eighty-seven|Seven hundred and eleven|Six hundred and nineteen|Hagrid collects the package from vault seven hundred and thirteen. This occurs in the first book, Harry Potter and the Philosopher's Stone, chapter 5.|ps|5|https://www.hp-lexicon.org/source/the-harry-potter-novels/ps/ps5/
ga_08_48|harry.first.wand.price|Wands|In the first book, Harry Potter and the Philosopher's Stone, how much does Harry pay for his first wand?|Seven Galleons|Five Galleons|Nine Galleons|Eleven Galleons|Harry pays seven Galleons for his first wand. This occurs in the first book, Harry Potter and the Philosopher's Stone, chapter 5.|ps|5|https://www.hp-lexicon.org/source/the-harry-potter-novels/ps/ps5/
ga_08_49|chamber.rescue.school.award|School awards|In the second book, Harry Potter and the Chamber of Secrets, what award do Harry and Ron receive after rescuing Ginny?|Special Awards for Services to the School|Orders of Merlin|Most Promising Newcomer awards|Most-Charming-Smile Awards|Harry and Ron receive Special Awards for Services to the School. This occurs in the second book, Harry Potter and the Chamber of Secrets, chapter 18.|cs|18|https://www.hp-lexicon.org/source/the-harry-potter-novels/cs/cs18/
ga_08_50|hermione.exam.boggart|Examinations|In the third book, Harry Potter and the Prisoner of Azkaban, what form does Hermione's Boggart take during her Defence exam?|McGonagall telling her she failed everything|A giant spider|A broken wand|A Dementor|Hermione's Boggart is McGonagall announcing that she has failed every examination. This occurs in the third book, Harry Potter and the Prisoner of Azkaban, chapter 16.|pa|16|https://www.hp-lexicon.org/source/the-harry-potter-novels/pa/pa16/
ga_09_41|lupin.map.confiscation|Maps|In the third book, Harry Potter and the Prisoner of Azkaban, who takes the Marauder's Map from Snape after its insulting messages appear?|Remus Lupin|Minerva McGonagall|Albus Dumbledore|Sirius Black|Lupin takes the map from Snape and keeps it until the end of the year. This occurs in the third book, Harry Potter and the Prisoner of Azkaban, chapter 14.|pa|14|https://www.hp-lexicon.org/source/the-harry-potter-novels/pa/pa14/
ga_09_42|hermione.basilisk.page.note|Magical clues|In the second book, Harry Potter and the Chamber of Secrets, what one-word clue does Hermione write on the basilisk page Harry finds?|Pipes|Spiders|Mirrors|Roosters|Hermione writes Pipes beside the passage about the basilisk. This occurs in the second book, Harry Potter and the Chamber of Secrets, chapter 16.|cs|16|https://www.hp-lexicon.org/source/the-harry-potter-novels/cs/cs16/
ga_09_43|rescue.time.turns|Time travel|In the third book, Harry Potter and the Prisoner of Azkaban, how many turns does Hermione give the Time-Turner before the rescue of Buckbeak and Sirius?|Three|Two|Four|Five|Hermione turns the Time-Turner three times to take them back three hours. This occurs in the third book, Harry Potter and the Prisoner of Azkaban, chapter 21.|pa|21|https://www.hp-lexicon.org/source/the-harry-potter-novels/pa/pa21/
ga_09_44|sirius.password.list.writer|School security|In the third book, Harry Potter and the Prisoner of Azkaban, who writes down the passwords that Sirius later uses to enter Gryffindor Tower?|Neville Longbottom|Percy Weasley|Seamus Finnigan|Dean Thomas|Neville writes down the passwords, and Crookshanks passes the list to Sirius. This occurs in the third book, Harry Potter and the Prisoner of Azkaban, chapter 13.|pa|13|https://www.hp-lexicon.org/source/the-harry-potter-novels/pa/pa13/
ga_09_45|triwizard.wand.inspector|Wands|In the fourth book, Harry Potter and the Goblet of Fire, which wandmaker examines the champions' wands before the tournament?|Garrick Ollivander|Gregorovitch|Albus Dumbledore|Filius Flitwick|Ollivander examines each champion's wand before the tournament. This occurs in the fourth book, Harry Potter and the Goblet of Fire, chapter 18.|gf|18|https://www.hp-lexicon.org/source/the-harry-potter-novels/gf/gf18/
ga_09_46|riddle.orphanage.matron|Voldemort's past|In the sixth book, Harry Potter and the Half-Blood Prince, who manages the orphanage where Dumbledore visits young Tom Riddle?|Mrs Cole|Mrs Figg|Mrs Mason|Mrs Roberts|Mrs Cole runs the orphanage where Tom Riddle lives. This occurs in the sixth book, Harry Potter and the Half-Blood Prince, chapter 13.|hbp|13|https://www.hp-lexicon.org/source/the-harry-potter-novels/hbp/hbp13/
ga_09_47|sirius.vision.exam|School life|In the fifth book, Harry Potter and the Order of the Phoenix, which Ordinary Wizarding Level examination is Harry taking when he sees a vision of Sirius being tortured?|History of Magic|Astronomy|Divination|Defence Against the Dark Arts|Harry experiences the false vision during his History of Magic examination. This occurs in the fifth book, Harry Potter and the Order of the Phoenix, chapter 31.|op|31|https://www.hp-lexicon.org/source/the-harry-potter-novels/op/op31/
ga_09_48|basilisk.rooster.weakness|Magical creatures|In the second book, Harry Potter and the Chamber of Secrets, what sound is fatal to a basilisk?|A rooster crowing|An owl hooting|A phoenix singing|A wolf howling|The crowing of a rooster is fatal to a basilisk. This occurs in the second book, Harry Potter and the Chamber of Secrets, chapter 16.|cs|16|https://www.hp-lexicon.org/source/the-harry-potter-novels/cs/cs16/
ga_09_49|filch.correspondence.course|School life|In the second book, Harry Potter and the Chamber of Secrets, what correspondence course does Filch receive letters from?|Kwikspell|Spell-o-Speed|Quick Charms|Wandwise|Harry discovers that Filch has enrolled in the Kwikspell course. This occurs in the second book, Harry Potter and the Chamber of Secrets, chapter 8.|cs|8|https://www.hp-lexicon.org/source/the-harry-potter-novels/cs/cs8/
ga_09_50|pettigrew.rat.missing.toe|Physical clues|In the third book, Harry Potter and the Prisoner of Azkaban, which physical detail of Scabbers corresponds to the finger Pettigrew left behind?|A missing toe on a front paw|A scar on his tail|A torn left ear|A patch of white fur|Scabbers lacks a toe on a front paw, matching Pettigrew's missing finger. This occurs in the third book, Harry Potter and the Prisoner of Azkaban, chapter 19.|pa|19|https://www.hp-lexicon.org/source/the-harry-potter-novels/pa/pa19/
ga_10_41|crouch.forest.disappearance|Characters|In the fourth book, Harry Potter and the Goblet of Fire, who disappears from the edge of the forest while Harry fetches Dumbledore?|Barty Crouch senior|Ludo Bagman|Igor Karkaroff|Amos Diggory|Crouch senior disappears while Harry goes to fetch Dumbledore. This occurs in the fourth book, Harry Potter and the Goblet of Fire, chapter 28.|gf|28|https://www.hp-lexicon.org/source/the-harry-potter-novels/gf/gf28/
ga_10_42|luna.match.commentary|Quidditch|In the sixth book, Harry Potter and the Half-Blood Prince, who commentates on the Gryffindor match in which Cormac McLaggen injures Harry?|Luna Lovegood|Lee Jordan|Zacharias Smith|Colin Creevey|Luna provides the commentary when McLaggen injures Harry during the match. This occurs in the sixth book, Harry Potter and the Half-Blood Prince, chapter 19.|hbp|19|https://www.hp-lexicon.org/source/the-harry-potter-novels/hbp/hbp19/
ga_10_43|lupin.boggart.appearance|Boggarts|In the third book, Harry Potter and the Prisoner of Azkaban, what does Lupin's Boggart look like to Harry during the classroom lesson?|A silvery-white orb|A black dog|A crystal ball on legs|A cloud of bats|Harry sees Lupin's Boggart as a silvery-white orb, representing the full moon. This occurs in the third book, Harry Potter and the Prisoner of Azkaban, chapter 7.|pa|7|https://www.hp-lexicon.org/source/the-harry-potter-novels/pa/pa7/
ga_10_44|lestrange.trial.victim|Pensieve memories|In the fourth book, Harry Potter and the Goblet of Fire, which Auror and his wife were tortured by the defendants in the trial Harry witnesses in the Pensieve?|Frank Longbottom's|Alastor Moody's|Kingsley Shacklebolt's|Dawlish's|The defendants are tried for torturing Frank and Alice Longbottom; Frank is the listed Auror. This occurs in the fourth book, Harry Potter and the Goblet of Fire, chapter 30.|gf|30|https://www.hp-lexicon.org/source/the-harry-potter-novels/gf/gf30/
ga_10_45|ron.ghoul.cover.illness|Disguises|In the seventh book, Harry Potter and the Deathly Hallows, what illness is the Weasley ghoul made to resemble to explain Ron's absence?|Spattergroit|Dragon pox|A severe Vanishing Sickness|A werewolf bite|The ghoul is disguised to look like Ron suffering from spattergroit. This occurs in the seventh book, Harry Potter and the Deathly Hallows, chapter 6.|dh|6|https://www.hp-lexicon.org/source/the-harry-potter-novels/dh/dh6/
ga_10_46|slughorn.aragog.venom|Potions|In the sixth book, Harry Potter and the Half-Blood Prince, what ingredient does Slughorn collect at Aragog's funeral?|Acromantula venom|Unicorn hair|Phoenix ash|Dragon blood|Slughorn collects valuable Acromantula venom from Aragog's body. This occurs in the sixth book, Harry Potter and the Half-Blood Prince, chapter 22.|hbp|22|https://www.hp-lexicon.org/source/the-harry-potter-novels/hbp/hbp22/
ga_10_47|darkmark.incantation|The Dark Mark|In the fourth book, Harry Potter and the Goblet of Fire, which incantation conjures the Dark Mark over the World Cup campsite?|Morsmordre|Serpensortia|Rictusempra|Tarantallegra|Morsmordre conjures the Dark Mark above the campsite. This occurs in the fourth book, Harry Potter and the Goblet of Fire, chapter 9.|gf|9|https://www.hp-lexicon.org/source/the-harry-potter-novels/gf/gf9/
ga_10_48|dragon.night.points.lost|School punishment|In the first book, Harry Potter and the Philosopher's Stone, how many points does McGonagall take from each of Harry, Hermione and Neville for being out of bed?|Fifty|Ten|Twenty|Twenty-five|McGonagall removes fifty points from each of the three Gryffindors. This occurs in the first book, Harry Potter and the Philosopher's Stone, chapter 15.|ps|15|https://www.hp-lexicon.org/source/the-harry-potter-novels/ps/ps15/
ga_10_49|mungos.disguised.entrance|Magical objects|In the fifth book, Harry Potter and the Order of the Phoenix, what disguised entrance do visitors use to enter St Mungo's?|An abandoned department store|A closed railway station|A deserted cinema|An empty post office|Visitors enter through a display window in an apparently closed department store. This occurs in the fifth book, Harry Potter and the Order of the Phoenix, chapter 23.|op|23|https://www.hp-lexicon.org/source/the-harry-potter-novels/op/op23/
ga_10_50|slughorn.horcrux.question.memory|Voldemort's past|In the sixth book, Harry Potter and the Half-Blood Prince, whose memory shows Riddle asking about splitting his soul into seven parts?|Horace Slughorn's|Albus Dumbledore's|Hepzibah Smith's|Morfin Gaunt's|Slughorn's unaltered memory reveals Riddle's question about making multiple Horcruxes. This occurs in the sixth book, Harry Potter and the Half-Blood Prince, chapter 23.|hbp|23|https://www.hp-lexicon.org/source/the-harry-potter-novels/hbp/hbp23/
ga_11_41|honeydukes.passage.statue|Secret passages|In the third book, Harry Potter and the Prisoner of Azkaban, which statue conceals a passage leading to Honeydukes?|A one-eyed witch|A humpbacked wizard|A winged boar|A sleeping dragon|The statue of a one-eyed witch hides the passage to Honeydukes. This occurs in the third book, Harry Potter and the Prisoner of Azkaban, chapter 10.|pa|10|https://www.hp-lexicon.org/source/the-harry-potter-novels/pa/pa10/
ga_11_42|chamber.legend.teacher.book|School history|In the second book, Harry Potter and the Chamber of Secrets, which teacher explains the legend of the Chamber of Secrets to Harry's class?|Professor Binns|Professor McGonagall|Professor Flitwick|Professor Snape|Professor Binns explains the Chamber's legend in the novel; the film gives this explanation to McGonagall. This occurs in the second book, Harry Potter and the Chamber of Secrets, chapter 9.|cs|9|https://www.hp-lexicon.org/source/the-harry-potter-novels/cs/cs9/
ga_11_43|aragog.spouse.name|Magical creatures|In the second book, Harry Potter and the Chamber of Secrets, what is the name of Aragog's wife?|Mosag|Morag|Morgana|Murcus|Mosag is Aragog's mate in the Forbidden Forest. This occurs in the second book, Harry Potter and the Chamber of Secrets, chapter 15.|cs|15|https://www.hp-lexicon.org/source/the-harry-potter-novels/cs/cs15/
ga_11_44|crouch.home.controller|Voldemort's plan|In the fourth book, Harry Potter and the Goblet of Fire, who kept Barty Crouch junior under control at home with the Imperius Curse?|Barty Crouch senior|Lucius Malfoy|Cornelius Fudge|Alastor Moody|Barty Crouch senior uses the Imperius Curse to control his son at home. This occurs in the fourth book, Harry Potter and the Goblet of Fire, chapter 35.|gf|35|https://www.hp-lexicon.org/source/the-harry-potter-novels/gf/gf35/
ga_11_45|potterwatch.lupin.alias|Secret broadcasts|In the seventh book, Harry Potter and the Deathly Hallows, what code name does Remus Lupin use on Potterwatch?|Romulus|Royal|River|Rapier|Lupin uses the broadcasting alias Romulus. This occurs in the seventh book, Harry Potter and the Deathly Hallows, chapter 22.|dh|22|https://www.hp-lexicon.org/source/the-harry-potter-novels/dh/dh22/
ga_11_46|gryffindor.first.password|School life|In the first book, Harry Potter and the Philosopher's Stone, what is the first Gryffindor Tower password Percy gives the new students?|Caput Draconis|Pig snout|Fortuna Major|Dissendium|Percy gives Caput Draconis as the first Gryffindor Tower password. This occurs in the first book, Harry Potter and the Philosopher's Stone, chapter 7.|ps|7|https://www.hp-lexicon.org/source/the-harry-potter-novels/ps/ps7/
ga_11_47|riddle.school.headmaster|Voldemort's past|In the second book, Harry Potter and the Chamber of Secrets, who is the Hogwarts headmaster in the diary's memory of Riddle's schooldays?|Armando Dippet|Phineas Nigellus Black|Albus Dumbledore|Dilys Derwent|Armando Dippet is headmaster during the events shown in the diary. This occurs in the second book, Harry Potter and the Chamber of Secrets, chapter 13.|cs|13|https://www.hp-lexicon.org/source/the-harry-potter-novels/cs/cs13/
ga_11_48|voldemort.job.request|Voldemort's past|In the sixth book, Harry Potter and the Half-Blood Prince, what Hogwarts teaching job does Voldemort ask Dumbledore to give him?|Defence Against the Dark Arts|Potions|Transfiguration|History of Magic|Voldemort asks to return to Hogwarts as the Defence Against the Dark Arts teacher. This occurs in the sixth book, Harry Potter and the Half-Blood Prince, chapter 20.|hbp|20|https://www.hp-lexicon.org/source/the-harry-potter-novels/hbp/hbp20/
ga_11_49|harry.wand.length|Wands|In the first book, Harry Potter and the Philosopher's Stone, how long is Harry's first wand?|Eleven inches|Ten inches|Twelve inches|Thirteen inches|Harry's first wand is eleven inches long. This occurs in the first book, Harry Potter and the Philosopher's Stone, chapter 5.|ps|5|https://www.hp-lexicon.org/source/the-harry-potter-novels/ps/ps5/
ga_11_50|potterwatch.kingsley.alias|Secret broadcasts|In the seventh book, Harry Potter and the Deathly Hallows, what code name does Kingsley Shacklebolt use on Potterwatch?|Royal|Romulus|River|Rapier|Kingsley broadcasts on Potterwatch under the alias Royal. This occurs in the seventh book, Harry Potter and the Deathly Hallows, chapter 22.|dh|22|https://www.hp-lexicon.org/source/the-harry-potter-novels/dh/dh22/
ga_12_41|rita.hagrid.article.student|Journalism|In the fourth book, Harry Potter and the Goblet of Fire, which Slytherin student claims in Rita's article that Hagrid's lessons left him injured?|Draco Malfoy|Theodore Nott|Blaise Zabini|Marcus Flint|Draco supplies Rita with an account of being injured in Hagrid's lessons. This occurs in the fourth book, Harry Potter and the Goblet of Fire, chapter 24.|gf|24|https://www.hp-lexicon.org/source/the-harry-potter-novels/gf/gf24/
ga_12_42|hogwarts.apparition.instructor|Apparition|In the sixth book, Harry Potter and the Half-Blood Prince, who teaches the Ministry's Apparition course at Hogwarts?|Wilkie Twycross|Willy Widdershins|Dirk Cresswell|Broderick Bode|Wilkie Twycross conducts the Ministry's Apparition lessons. This occurs in the sixth book, Harry Potter and the Half-Blood Prince, chapter 18.|hbp|18|https://www.hp-lexicon.org/source/the-harry-potter-novels/hbp/hbp18/
ga_12_43|stone.riddle.bottle.count|Magical obstacles|In the first book, Harry Potter and the Philosopher's Stone, how many bottles are included in the potions riddle beneath the trapdoor?|Seven|Five|Six|Nine|The riddle is accompanied by seven bottles. This occurs in the first book, Harry Potter and the Philosopher's Stone, chapter 16.|ps|16|https://www.hp-lexicon.org/source/the-harry-potter-novels/ps/ps16/
ga_12_44|worldcup.campsite.manager|Quidditch World Cup|In the fourth book, Harry Potter and the Goblet of Fire, what is the surname of the Muggle who manages the World Cup campsite?|Roberts|Perkins|Payne|Mason|Mr Roberts is the Muggle caretaker of the campsite. This occurs in the fourth book, Harry Potter and the Goblet of Fire, chapter 7.|gf|7|https://www.hp-lexicon.org/source/the-harry-potter-novels/gf/gf7/
ga_12_45|fleur.wand.core|Wands|In the fourth book, Harry Potter and the Goblet of Fire, what is the core of Fleur Delacour's wand?|A Veela hair|A unicorn hair|A phoenix feather|A dragon heartstring|Fleur's wand contains a hair from a Veela. This occurs in the fourth book, Harry Potter and the Goblet of Fire, chapter 18.|gf|18|https://www.hp-lexicon.org/source/the-harry-potter-novels/gf/gf18/
ga_12_46|hermione.parents.aliases|Family protection|In the seventh book, Harry Potter and the Deathly Hallows, what first names does Hermione give her parents in their altered memories?|Wendell and Monica|Wilfred and Mary|Walter and Margaret|William and Matilda|Hermione gives her parents the identities Wendell and Monica Wilkins. This occurs in the seventh book, Harry Potter and the Deathly Hallows, chapter 6.|dh|6|https://www.hp-lexicon.org/source/the-harry-potter-novels/dh/dh6/
ga_12_47|trelawney.redhaired.warning.recipient|Divination|In the third book, Harry Potter and the Prisoner of Azkaban, which student does Trelawney warn to beware of a red-haired man?|Parvati Patil|Lavender Brown|Dean Thomas|Seamus Finnigan|Trelawney tells Parvati to beware of a red-haired man during the first lesson. This occurs in the third book, Harry Potter and the Prisoner of Azkaban, chapter 6.|pa|6|https://www.hp-lexicon.org/source/the-harry-potter-novels/pa/pa6/
ga_12_48|worldcup.tent.lender|Camping|In the fourth book, Harry Potter and the Goblet of Fire, who lends Arthur the tents for the Quidditch World Cup?|Perkins|Amos Diggory|Ludo Bagman|Barty Crouch senior|Arthur borrows the tents from his colleague Perkins. This occurs in the fourth book, Harry Potter and the Goblet of Fire, chapter 7.|gf|7|https://www.hp-lexicon.org/source/the-harry-potter-novels/gf/gf7/
ga_12_49|crouch.percy.nickname|Characters|In the fourth book, Harry Potter and the Goblet of Fire, what does Crouch senior mistakenly call Percy when speaking to Harry in the forest?|Weatherby|Weasley|Wetherby-Smythe|Wesley|Crouch mistakes Harry for Percy and addresses him as Weatherby. This occurs in the fourth book, Harry Potter and the Goblet of Fire, chapter 28.|gf|28|https://www.hp-lexicon.org/source/the-harry-potter-novels/gf/gf28/
ga_12_50|harry.owl.patronus.examiner|Examinations|In the fifth book, Harry Potter and the Order of the Phoenix, which examiner asks Harry to produce a Patronus for an extra point?|Professor Tofty|Professor Marchbanks|Professor Fortescue|Professor Sinistra|Professor Tofty offers Harry an extra mark for producing a Patronus. This occurs in the fifth book, Harry Potter and the Order of the Phoenix, chapter 31.|op|31|https://www.hp-lexicon.org/source/the-harry-potter-novels/op/op31/
ga_13_41|aragog.egg.giver|Spiders|In the second book, Harry Potter and the Chamber of Secrets, who gave Aragog to Hagrid when Aragog was an egg?|A traveller|Tom Riddle|Professor Dippet|Hagrid's father|A traveller gives Hagrid the egg from which Aragog hatches. This occurs in the second book, Harry Potter and the Chamber of Secrets, chapter 15.|cs|15|https://www.hp-lexicon.org/source/the-harry-potter-novels/cs/cs15/
ga_13_42|dumbledore.school.examiner|Examinations|In the fifth book, Harry Potter and the Order of the Phoenix, which elderly examiner remembers examining Dumbledore himself?|Griselda Marchbanks|Dilys Derwent|Bathilda Bagshot|Augusta Longbottom|Griselda Marchbanks recalls examining Dumbledore during his schooldays. This occurs in the fifth book, Harry Potter and the Order of the Phoenix, chapter 31.|op|31|https://www.hp-lexicon.org/source/the-harry-potter-novels/op/op31/
ga_13_43|first.housecup.gryffindor.total|House points|In the first book, Harry Potter and the Philosopher's Stone, how many points does Gryffindor finish with after Dumbledore's final awards?|Four hundred and eighty-two|Four hundred and seventy-two|Four hundred and twenty-six|Four hundred and ninety-two|Dumbledore's final awards bring Gryffindor's total to four hundred and eighty-two points. This occurs in the first book, Harry Potter and the Philosopher's Stone, chapter 17.|ps|17|https://www.hp-lexicon.org/source/the-harry-potter-novels/ps/ps17/
ga_13_44|lavender.rabbit.name|School life|In the third book, Harry Potter and the Prisoner of Azkaban, what is the name of Lavender Brown's rabbit that dies?|Binky|Basil|Bunty|Boris|Lavender's pet rabbit is named Binky. This occurs in the third book, Harry Potter and the Prisoner of Azkaban, chapter 8.|pa|8|https://www.hp-lexicon.org/source/the-harry-potter-novels/pa/pa8/
ga_13_45|school.cauldron.material|Magical objects|In the first book, Harry Potter and the Philosopher's Stone, what metal is specified for a first-year student's standard cauldron?|Pewter|Copper|Brass|Silver|Harry's equipment list specifies a standard pewter cauldron. This occurs in the first book, Harry Potter and the Philosopher's Stone, chapter 5.|ps|5|https://www.hp-lexicon.org/source/the-harry-potter-novels/ps/ps5/
ga_13_46|apparition.susan.splinching|Apparition|In the sixth book, Harry Potter and the Half-Blood Prince, which student leaves a leg behind during the first Apparition lesson?|Susan Bones|Hannah Abbott|Ernie Macmillan|Justin Finch-Fletchley|Susan Bones leaves a leg behind when she is Splinched during the lesson. This occurs in the sixth book, Harry Potter and the Half-Blood Prince, chapter 18.|hbp|18|https://www.hp-lexicon.org/source/the-harry-potter-novels/hbp/hbp18/
ga_13_47|lupin.exam.bog.creature|Examinations|In the third book, Harry Potter and the Prisoner of Azkaban, what creature lurks in the bog in Lupin's practical Defence exam?|A Hinkypunk|A Grindylow|A Red Cap|A Boggart|A Hinkypunk inhabits the bog in Lupin's obstacle course. This occurs in the third book, Harry Potter and the Prisoner of Azkaban, chapter 16.|pa|16|https://www.hp-lexicon.org/source/the-harry-potter-novels/pa/pa16/
ga_13_48|norbert.collection.time|Dragons|In the first book, Harry Potter and the Philosopher's Stone, when does Charlie arrange for his friends to collect Norbert from the tallest tower?|Saturday at midnight|Friday at midnight|Saturday at dawn|Sunday at dusk|Charlie's friends arrange to collect Norbert on Saturday at midnight. This occurs in the first book, Harry Potter and the Philosopher's Stone, chapter 14.|ps|14|https://www.hp-lexicon.org/source/the-harry-potter-novels/ps/ps14/
ga_13_49|time.rescue.return.hour|Time travel|In the third book, Harry Potter and the Prisoner of Azkaban, at what time do Harry and Hermione return to the hospital wing after the rescue?|Just before midnight|Just before ten o'clock|Just before dawn|Just after one o'clock|Harry and Hermione return to the hospital wing just before midnight. This occurs in the third book, Harry Potter and the Prisoner of Azkaban, chapter 22.|pa|22|https://www.hp-lexicon.org/source/the-harry-potter-novels/pa/pa22/
ga_13_50|diary.memory.date|Diary memories|In the second book, Harry Potter and the Chamber of Secrets, what date appears on the diary page before Harry enters Riddle's memory?|The thirteenth of June|The thirty-first of October|The first of September|The twenty-fifth of December|The diary opens at the thirteenth of June before showing Harry the memory. This occurs in the second book, Harry Potter and the Chamber of Secrets, chapter 13.|cs|13|https://www.hp-lexicon.org/source/the-harry-potter-novels/cs/cs13/
ga_14_41|magical.theory.author|School books|In the first book, Harry Potter and the Philosopher's Stone, who wrote Magical Theory, which appears on Harry's first school book list?|Adalbert Waffling|Emeric Switch|Quentin Trimble|Phyllida Spore|Adalbert Waffling wrote Magical Theory. This occurs in the first book, Harry Potter and the Philosopher's Stone, chapter 5.|ps|5|https://www.hp-lexicon.org/source/the-harry-potter-novels/ps/ps5/
ga_14_42|third.year.teapot.transfiguration|Examinations|In the third book, Harry Potter and the Prisoner of Azkaban, into which animal must students turn a teapot in their third-year Transfiguration examination?|A tortoise|A hedgehog|A toad|A rabbit|The Transfiguration examination requires students to turn a teapot into a tortoise. This occurs in the third book, Harry Potter and the Prisoner of Azkaban, chapter 16.|pa|16|https://www.hp-lexicon.org/source/the-harry-potter-novels/pa/pa16/
ga_14_43|headless.hunt.leader|Ghosts|In the second book, Harry Potter and the Chamber of Secrets, who leads the Headless Hunt when it arrives at Nearly Headless Nick's party?|Sir Patrick Delaney-Podmore|Sir Nicholas de Mimsy-Porpington|Sir Cadogan|The Bloody Baron|Sir Patrick Delaney-Podmore leads the Headless Hunt. This occurs in the second book, Harry Potter and the Chamber of Secrets, chapter 8.|cs|8|https://www.hp-lexicon.org/source/the-harry-potter-novels/cs/cs8/
ga_14_44|kwikspell.envelope.colour|Correspondence courses|In the second book, Harry Potter and the Chamber of Secrets, what colour is the envelope containing the Kwikspell course that Harry finds in Filch's office?|Purple|Scarlet|Emerald green|Royal blue|The Kwikspell envelope is purple with silver lettering. This occurs in the second book, Harry Potter and the Chamber of Secrets, chapter 8.|cs|8|https://www.hp-lexicon.org/thing/kwikspell/
ga_14_45|mcgonagall.three.broomsticks.drink|Hogsmeade drinks|In the third book, Harry Potter and the Prisoner of Azkaban, which drink does Madam Rosmerta serve Professor McGonagall during the conversation Harry overhears at the Three Broomsticks?|Gillywater|Cherry syrup and soda|Redcurrant rum|Mulled mead|Rosmerta serves McGonagall a small Gillywater. This occurs in the third book, Harry Potter and the Prisoner of Azkaban, chapter 10.|pa|10|https://www.hp-lexicon.org/thing/gillywater/
ga_14_46|hermione.arithmancy.textbook|School books|In the third book, Harry Potter and the Prisoner of Azkaban, what is the title of the Arithmancy textbook Hermione is searching for before her examinations?|Numerology and Grammatica|Advanced Rune Translation|Magical Theory|A Guide to Advanced Transfiguration|Hermione searches for her Arithmancy textbook, Numerology and Grammatica. This occurs in the third book, Harry Potter and the Prisoner of Azkaban, chapter 16.|pa|16|https://www.hp-lexicon.org/source/the-harry-potter-novels/pa/pa16/
ga_14_47|worldcup.eel.farm.bettor|Quidditch World Cup|In the fourth book, Harry Potter and the Goblet of Fire, who bets a share of an eel farm on the Quidditch World Cup final lasting a week?|Agatha Timms|Bertha Jorkins|Mafalda Hopkirk|Amelia Bones|Agatha Timms bets a share of her eel farm on the match lasting a week. This occurs in the fourth book, Harry Potter and the Goblet of Fire, chapter 7.|gf|7|https://www.hp-lexicon.org/character/agatha-timms/
